,Time,transcription,url
1,2025-07-06 14:51:17," Oh mate, this facility against us is dumb.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/MAXVER01_1_20250706_155112.mp3
44,2025-07-06 14:55:56," This car is so hard to drive, it's snappy like crazy.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LEWHAM01_44_20250706_155531.mp3
4,2025-07-06 14:59:01, Oscar has a 10 second penalty that means we are we will not follow him into the pit stop,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANNOR01_4_20250706_155834.mp3
81,2025-07-06 15:01:03, the safety car restart we've been given a 10 second penalty for the braking on the straight before the safety car restart you have a 17 second gap to stroll head down we want to try and pull as much of a gap as we can,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/OSCPIA01_81_20250706_160021.mp3
1,2025-07-06 15:01:36," Oh, I can't even stay with that, it's so slow.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/MAXVER01_1_20250706_160058.mp3
18,2025-07-06 15:07:44," The track is starting to dry now, temps are coming up on the track.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANSTR01_18_20250706_160729.mp3
81,2025-07-06 15:09:18," It's drying, but very slowly, still not close to slicks.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/OSCPIA01_81_20250706_160855.mp3
44,2025-07-06 15:12:53, Thank you.,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LEWHAM01_44_20250706_161235.mp3
44,2025-07-06 15:15:28, and track conditions update when you can yeah track's pretty decent it's time to drive that there will be a crossover next five ten minutes,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LEWHAM01_44_20250706_161510.mp3
63,2025-07-06 15:18:04," We want to be brave, but not suicidal. We're still looking.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/GEORUS01_63_20250706_161737.mp3
55,2025-07-06 15:21:09," He went on the curb and then he crashed into me, that was completely reckless for the clerk.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/CARSAI01_55_20250706_162035.mp3
63,2025-07-06 15:22:10, It's much better than before.,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/GEORUS01_63_20250706_162147.mp3
81,2025-07-06 15:24:15," We need to keep Lando out of DRS. If he gets in DRS with our penalty, it will be do not make it too difficult.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/OSCPIA01_81_20250706_162326.mp3
4,2025-07-06 15:27:17," Lando, Oscar will pit this lap. We will go past once.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANNOR01_4_20250706_162657.mp3
1,2025-07-06 15:29:17, Subtitles by the Amara.org community,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/MAXVER01_1_20250706_162853.mp3
81,2025-07-06 15:30:21," I don't think the penalty before was very fair, I know it's a big question but if you don't think it was fair either I think we should swap back and race.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/OSCPIA01_81_20250706_162959.mp3
4,2025-07-06 15:31:26, and then the gap to oscar's 4.8 he had an off just be careful out there well tell me where don't just say that,https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANNOR01_4_20250706_163105.mp3
81,2025-07-06 15:34:53," Oscar, we're not going to do any team orders. It's just five laps to the end.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/OSCPIA01_81_20250706_163417.mp3
4,2025-07-06 15:42:49," That's it, mate. You've won the British Grand Prix. Well done. Woo! Woo! We did it! At home. Oh my god, we did it. This one means a lot, man. Yeah, it's beautiful. Well done. Incredible, well done.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANNOR01_4_20250706_164202.mp3
27,2025-07-06 15:43:42," I don't think I can comprehend what we just done, oh my god. Incredible man, enjoy it, enjoy it, you did an absolutely fantastic job, I can't believe it.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/NICHUL01_27_20250706_164300.mp3
4,2025-07-06 15:43:42," Oh it's f***ing amazing, thank you well done everyone, thanks McLaren, this is a dream, winning at home, it's beautiful, thanks for the memory, I'll remember this more than anything.",https://livetiming.formula1.com/static/2025/2025-07-06_British_Grand_Prix/2025-07-06_Race/TeamRadio/LANNOR01_4_20250706_164408.mp3
