,Time,transcription,url
1,2025-05-25 14:06:42," Okay, fish on, Max. Let's go.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/MAXVER01_1_20250525_160612.mp3
1,2025-05-25 14:07:13, okay it was a good stop by mclaren however we now have a safety car window over them so let's go,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/MAXVER01_1_20250525_160640.mp3
23,2025-05-25 14:09:15," He's going to take the 5 second penalty. Yeah, could be. I think intentional cloning, I think, is worth 50 hours.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/ALEALB01_23_20250525_160902.mp3
63,2025-05-25 14:10:17," So to avoid a collision from Albon, he's slammed on the brakes. So we need to give that position back to Albon. I'll take the penalty, he's driving erratically.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/GEORUS01_63_20250525_160958.mp3
63,2025-05-25 14:13:50," So we've got a drive-through penalty, but we'll delay it as long as we can.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/GEORUS01_63_20250525_161318.mp3
4,2025-05-25 14:15:53," Okay mate, doing really good. Obviously Vistap and I was just trying to hang it out for VSC or worse.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/LANNOR01_4_20250525_161530.mp3
55,2025-05-25 14:22:59," Towards the end, we will swap the cars back. Okay, let's do our race until the last lap of it. We never know what can happen in front. Alex will finish the race P9, no more.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/CARSAI01_55_20250525_162241.mp3
16,2025-05-25 14:27:05," Yeah, I know she's slow.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/CHALEC01_16_20250525_162652.mp3
4,2025-05-25 14:33:11, Where is Oscar? I need him to put towels under some pressure.,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/LANNOR01_4_20250525_163248.mp3
4,2025-05-25 14:33:42," Yeah, Max has just backed me up, and he's not even pushing.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/LANNOR01_4_20250525_163320.mp3
81,2025-05-25 14:35:14," Right mate, let's stay close to this vine in front, there could be opportunities here.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/OSCPIA01_81_20250525_163442.mp3
16,2025-05-25 14:38:17," Yeah, he's doing many mistakes, I don't know.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/CHALEC01_16_20250525_163749.mp3
44,2025-05-25 14:41:23," Are they still nearly a minute ahead? Charles on medium, and McLaren on hard, Lapin on 16, very close to each other fighting. You're not answering the question, it doesn't really matter I guess, I'm just asking, am I a minute behind or? He's 48 seconds.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/LEWHAM01_44_20250525_164035.mp3
4,2025-05-25 14:45:26," There you go, P1 in Monaco, baby. Monaco, baby! Yeah, baby! Woo! We did it. Well done. We won in Monaco. It's a dream. Well done, guys. Unbelievable job. Amazing weekend. Thank you so much.",https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/LANNOR01_4_20250525_164440.mp3
16,2025-05-25 14:45:58, and Peter yeah good job boy I guess not much more we could have done today it's a shame but yeah we tried everything,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-25_Race/TeamRadio/CHALEC01_16_20250525_164542.mp3
