,Time,transcription,url
55,2025-08-31 14:04:25," We do get a penalty. Us, 10 seconds, I will serve at the pit stop. Who? Who gets a penalty? Me? You get. Are you joking? You're joking. I mean, it's the most ridiculous thing I've heard in my life.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/CARSAI01_55_20250831_160355.mp3
55,2025-08-31 14:07:58, Make sure we go visit the stewards after the race. I want to have a talk with them.,https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/CARSAI01_55_20250831_160737.mp3
16,2025-08-31 14:14:36," I think that was unnecessary, I mean, we can never know what happened, but honestly the tie is so good, anyway, have a good thing out.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/CHALEC01_16_20250831_161417.mp3
30,2025-08-31 14:18:10," Double yellow where you are, double yellow where you are. Oh my god man, I could not see him at all. You saved me there man.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/LIALAW01_30_20250831_161739.mp3
22,2025-08-31 14:19:42," Well, I don't have power. Okay, you did not have power until 40% throttle. We could not fix it on track. We could not fix it on track. Try and get used to it under the safety car just now. Try and get used to it under the safety car just now.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/YUKTSU01_22_20250831_161856.mp3
1,2025-08-31 14:26:54, Thank you very much.,https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/MAXVER01_1_20250831_162632.mp3
81,2025-08-31 14:29:26, Possibly a few very light drops in pre-lapse time will be less than at the start of the race.,https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/OSCPIA01_81_20250831_162852.mp3
4,2025-08-31 14:29:57," I got smoke coming from in the cockpit, I think. I smell something funny.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/LANNOR01_4_20250831_162943.mp3
4,2025-08-31 14:30:29, yeah i think i don't know if i'm on fire or not it doesn't smell good smoke in the cockpit okay we're checking,https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/LANNOR01_4_20250831_162959.mp3
4,2025-08-31 14:33:32," Uh, oil leak. I'm out. Failure. Okay. Can you bring it back mate? Nah, I'm out, I'm out, I'm out. No, no, no, he's gone, he's gone. Okay. I'm sorry mate. Mate, you were fast today, you were really fast. Eh, it doesn't matter mate. I know, you were fast. I know, I know. Unlucky boys. Unlucky.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/LANNOR01_4_20250831_163257.mp3
81,2025-08-31 14:44:17," Good job, Oscar. Great job and a fantastic performance all weekend. This was a relatively tough weekend for us last year and that's been really strong, really, really strong. Woo! Nicely done, everybody. Nicely, nicely done. Yeah, good weekend in the end. Obviously sorry to let them know what happened, but as I said, well done everybody.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/OSCPIA01_81_20250831_164317.mp3
87,2025-08-31 14:49:09," Well done, Oli. Unbelievable. It's P6, P6. Oh my goodness. Oh yes! Come on! That is awesome. Who would have thought, huh? Mega Drive, man. Mega Drive. Well done. Oli, well done, mate. That was a revenge on the qualifying. Well done. So proud of you. Well done. Good job, guys. Good job. I'm really happy for everyone. We really deserve that. That's a long time coming. We have the car to be here, so let's do it. Come on. Good job, guys. I'm really proud of you.",https://livetiming.formula1.com/static/2025/2025-08-31_Dutch_Grand_Prix/2025-08-31_Race/TeamRadio/OLIBEA01_87_20250831_165014.mp3
