,Time,transcription,url
1,2025-09-07 13:30:09, this is solid max keep building the advantage we know how things can change so keep uh yeah he can have that advantage distant,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/MAXVER01_1_20250907_152950.mp3
55,2025-09-07 13:37:50," I think there's more to win, but guys, I don't agree, please.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/CARSAI01_55_20250907_153725.mp3
14,2025-09-07 13:38:53," Suspension failure, this is unbelievable, man.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/FERALO01_14_20250907_153827.mp3
81,2025-09-07 13:40:24, considering plan a plus 15 do you think that's possible i think so i don't know yes,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OSCPIA01_81_20250907_154008.mp3
55,2025-09-07 13:41:26, My friends are dead in traffic.,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/CARSAI01_55_20250907_154059.mp3
4,2025-09-07 13:42:29," I don't know, what are your thoughts about continuing until we can finish soft? Yeah, I mean, we may as well continue for now, but yeah.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LANNOR01_4_20250907_154212.mp3
22,2025-09-07 13:42:59," What are you doing, bro?",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/YUKTSU01_22_20250907_154242.mp3
16,2025-09-07 13:51:41, We can discuss it later.,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/CHALEC01_16_20250907_155126.mp3
4,2025-09-07 13:53:46," And Lando, what are your thoughts on the soft tyre? Yeah, I guess the opposite of the car I had.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LANNOR01_4_20250907_155309.mp3
55,2025-09-07 13:56:48, The battery today is a joke.,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/CARSAI01_55_20250907_155626.mp3
44,2025-09-07 13:58:52," Great job on the stop guys, sorry that was long.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LEWHAM01_44_20250907_155832.mp3
87,2025-09-07 14:00:53," Hey, you just turned across in front of me like I wasn't there.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OLIBEA01_87_20250907_160048.mp3
4,2025-09-07 14:06:00," Lando, we will box this lap onto the soft tyre and I'll come up one. You do want to box the other car first? Yeah, we'll do that. We'll swap it round, so stay out. Well, only if he doesn't undercut, otherwise I'll box first. There will be no undercut.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LANNOR01_4_20250907_160534.mp3
81,2025-09-07 14:08:03, We are boxing the cars this way round to ensure you cover Leclerc. You are free with Lando once he's ahead of the exit.,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OSCPIA01_81_20250907_160745.mp3
1,2025-09-07 14:10:05," You've done all of the hard work, so you should bring this home. No risk. No risk, no push.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/MAXVER01_1_20250907_160927.mp3
81,2025-09-07 14:11:09," Oscar, this is a bit like Hungary last year, we pitted in this order for team reasons. Please let Lando pass, then you're free to race. I mean, we said that a slow pit stop was part of racing, so I don't really get what's changed here, but if you really want to do it, then I'll do it.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OSCPIA01_81_20250907_161024.mp3
81,2025-09-07 14:11:39," Thanks, Oscar. You're free to race. Clinical. Clear head, mate.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OSCPIA01_81_20250907_161127.mp3
1,2025-09-07 14:18:18," Ah mate, that's the Italian double, fantastico, well done mate. Yes, that was unbelievable guys, insane, well done everyone, well done, you executed that really really well, what an unbelievable weekend, we can be really really proud of that, well",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/MAXVER01_1_20250907_161741.mp3
81,2025-09-07 14:19:21," Oscar, I appreciate that was pretty painful in a way, but I think you've done the right thing and we can talk about it after the finished P3. Yeah, yeah, we've had a tough one. Once the rear calmed down a bit, then it was alright, but yeah, a bit lively for the race, but thanks for the effort, not the easiest of weekends.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/OSCPIA01_81_20250907_161828.mp3
1,2025-09-07 14:19:52," It's another masterclass you made. Max, what to say? 20 seconds on McLaren. Race pace, you had everything. Race pace, control. Yeah, very, very proud. Well done. Well done, Max. Yeah, well done. Well done. And first win for you to win the team. So congrats. Congrats, everyone.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/MAXVER01_1_20250907_161917.mp3
4,2025-09-07 14:20:23, And apologies about the stop.,https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LANNOR01_4_20250907_161951.mp3
16,2025-09-07 14:29:57," Thank you, we keep pushing.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/CHALEC01_16_20250907_164123.mp3
44,2025-09-07 14:29:57," Yeah great job this weekend guys, solid result, sorry I couldn't get further up but gave it everything. Grazie a tutti, the T4Z, increpibile, grazie. Yeah thank you, I enjoyed the T4Z in the in-lap. Thank you for the pit stops guys. Yeah that was awesome. Yeah I really appreciate your hard work.",https://livetiming.formula1.com/static/2025/2025-09-07_Italian_Grand_Prix/2025-09-07_Race/TeamRadio/LEWHAM01_44_20250907_164149.mp3
