,Time,transcription,url
10,2025-04-13 15:15:11, Leclerc struggling a lot with the medium.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/PIEGAS01_10_20250413_181433.mp3
4,2025-04-13 15:16:11," So now we've been given a five second penalty for out of position on the grid. If we can get past Russell, we need to try. We will recover these positions.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_181549.mp3
16,2025-04-13 15:17:43," These breaks are so inconsistent, it's so annoying. Not much we can do now.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CHALEC01_16_20250413_181720.mp3
44,2025-04-13 15:19:46, The softs are starting to struggle.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LEWHAM01_44_20250413_181924.mp3
1,2025-04-13 15:22:19, Go ahead.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/MAXVER01_1_20250413_182152.mp3
22,2025-04-13 15:24:53," Yellow was flashing, man. Oh, my God.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/YUKTSU01_22_20250413_182447.mp3
16,2025-04-13 15:29:28," At the moment, we are still on plan B for Bravo. Plan B for Bravo. I think they'll tap on me.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CHALEC01_16_20250413_182908.mp3
16,2025-04-13 15:32:01," And box this lap for mediums. Ah, Delta, please consider it.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CHALEC01_16_20250413_183139.mp3
1,2025-04-13 15:33:03, I have no power to go back home.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/MAXVER01_1_20250413_183243.mp3
1,2025-04-13 15:40:40," Yeah, I can't even break anymore. It's just ridiculous. Yeah, that's it, Max.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/MAXVER01_1_20250413_184027.mp3
4,2025-04-13 15:48:51," Okay, Lando, the pace is good. Look, look, just the pressure tires. Neither of the cars ahead have another medium. That's our opportunity. Stay with them, mate. Doing well.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_184810.mp3
4,2025-04-13 15:51:56," Why is my right red light on, I can't see at all?",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_185135.mp3
44,2025-04-13 15:59:05," Great job at the stops, guys. Great job.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LEWHAM01_44_20250413_185839.mp3
63,2025-04-13 16:00:37, 24 laps on a soft is pretty audacious.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/GEORUS01_63_20250413_190030.mp3
4,2025-04-13 16:02:10, Orlando Russell's already worried about the soft for this length of stint yeah I don't think he should be I mean the soft was mega I think it's a good size,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_190144.mp3
44,2025-04-13 16:13:54, It caught one tackle.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LEWHAM01_44_20250413_191326.mp3
63,2025-04-13 16:19:31," Sir George, we have an issue affecting DRS, it's a timing issue only, I can give you a default to override it. Yeah, once we do it, you have to wait until I tell you you can use DRS.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/GEORUS01_63_20250413_191901.mp3
55,2025-04-13 16:21:05," They should investigate Juki, because what he did to me was just stupid, exceeding turn one. They did no further investigation.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CARSAI01_55_20250413_192046.mp3
55,2025-04-13 16:22:35," Carlos, you've fought well today. Just that car is far too damaged. Thank you for that. We will come back stronger next week.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CARSAI01_55_20250413_192159.mp3
81,2025-04-13 16:24:07, okay remember to use the drink i would if it was working okay well 10 laps to go 10 laps,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/OSCPIA01_81_20250413_192356.mp3
4,2025-04-13 16:27:11," He pushed me off. Yeah, that was very clear, he pushed you off. I was all the way on the outside, like fully alongside on the apex. I was like wheel to wheel, front wheel to front wheel.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_192636.mp3
63,2025-04-13 16:27:42, and george there is a chance we lose the dash just keep driving as normal if that happens as long as the steering wheel doesn't fall off i think you'll be all right,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/GEORUS01_63_20250413_192725.mp3
63,2025-04-13 16:30:16, What's going on? Blue default 10.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/GEORUS01_63_20250413_193002.mp3
10,2025-04-13 16:32:19, the stamp that's had two strikes for track limits now he's getting frustrated let's keep it up,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/PIEGAS01_10_20250413_193146.mp3
4,2025-04-13 16:33:21," Lando, we've had our third strike, track limits, black and white flag, no more track limits.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_193256.mp3
16,2025-04-13 16:34:22, so Russell will be investigated potentially for using DRS when he couldn't so let's try and target five seconds to him,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/CHALEC01_16_20250413_193355.mp3
4,2025-04-13 16:35:54, We can only use DRS when we're 100% sure we're within it.,https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/LANNOR01_4_20250413_193545.mp3
81,2025-04-13 16:41:33," So, man, it's going to be one hell of a party tonight. Well done, mate. Well done. That's the first time we've won our second home Grand Prix. You've been pretty flawless all weekend, so great job. Yeah, mega weekend, everyone. Mega. That was pretty damn fun. So thanks, everyone, for the car. Pretty special to do it here in Bahrain, So thanks to everyone that supports us out here. It's a busy weekend. And, yeah, thanks for all your support. It's been a long road to get here.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/OSCPIA01_81_20250413_194038.mp3
87,2025-04-13 16:53:28," A lot of happy people here. I am glad man. This is what we live for. Good job, good job everyone. Oli is Dad. That was a top effort mate. Outstanding. I love you. Thanks Dad. I know you did it for the points bonus. Hello Thomas. Everyone's on here today. Nice job Oli. Unbelievable. Thanks man. Neal to Oliver, Neal to Oliver, points mean... I'm not saying anything mate. We all know what points mean. Right, I'm jumping out, so stop talking to me now.",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/OLIBEA01_87_20250413_200349.mp3
63,2025-04-13 16:53:28," Get in there, yes, well done mate, three wheels on my wagon, P2, brilliant driving, brilliant job. Great job. Wow. George, great job to bring that car over the line with soft tyres and with basically the BB brake power going passive, really great, great, great, great. Great job, thank you, that was not easy. I've even got my heart rate going now haha no brakes no steering what more do we need at least it stayed on though yeah yeah happy happy happy",https://livetiming.formula1.com/static/2025/2025-04-13_Bahrain_Grand_Prix/2025-04-13_Race/TeamRadio/GEORUS01_63_20250413_200442.mp3
